count,encroached,area_m2,area_feddan,patch_id,mean_carbon_potential,rank,centroid_lat,centroid_lon,relative_carbon_loss_share_pct,size_class
1,1,85.41454917300813,0.02033277927766849,KED-ENCR-0150,6.888069392821099,157,31.137628956972787,30.128371735263396,0.0008952355305660261,Small (<500 m²)
1,1,85.41449556281161,0.020332766515857963,KED-ENCR-0093,7.568993553716624,158,31.13843744072851,30.122353022859798,0.0009837339493149503,Small (<500 m²)
1,1,85.41396484188336,0.02033264017869882,KED-ENCR-0016,4.36655806926898,159,31.14014423976833,30.11345970154701,0.0005675133283874909,Small (<500 m²)
1,1,85.41386608932837,0.02033261667083133,KED-ENCR-0043,12.17927483366969,160,31.13987474518308,30.11651397351302,0.0015829155818527464,Small (<500 m²)
1,1,85.4137761237853,0.020332595254696165,KED-ENCR-0032,21.30449122410939,161,31.14014423976833,30.115166500586838,0.0027688984822437767,Small (<500 m²)
1,1,85.41358501368062,0.020332549761280655,KED-ENCR-0164,1.5724674285935585,162,31.13852727225692,30.1298988712464,0.0002043697213274153,Small (<500 m²)
1,1,85.41245932801571,0.02033228179383972,KED-ENCR-0151,1.0441539340151158,163,31.13996457671151,30.12855139832022,0.00013570432829006747,Small (<500 m²)
1,1,85.4119305608138,0.020332155921761606,KED-ENCR-0134,10.905421948703125,164,31.14077306046721,30.126844599280396,0.0014173233948430429,Small (<500 m²)
1,1,85.41171097331483,0.020332103649353776,KED-ENCR-0127,41.829952554124944,165,31.141132386580875,30.125946283996278,0.005436416694172687,Small (<500 m²)
1,1,85.41165885931008,0.020332091243709,KED-ENCR-0087,1.859122164668367,166,31.141671375751322,30.122083528274562,0.0002416200829456532,Small (<500 m²)
1,1,85.4116329118636,0.020332085066966196,KED-ENCR-0148,76.98574277397057,167,31.140952723524045,30.128102240678167,0.01000541882467215,Small (<500 m²)
1,1,85.41077679561435,0.020331881270038148,KED-ENCR-0146,77.47524402174929,168,31.141940870336565,30.12792257762134,0.010068935716887021,Small (<500 m²)
1,1,85.4105928595048,0.02033183748437923,KED-ENCR-0059,60.04932895761037,169,31.143108680205913,30.12019706617791,0.007804190082208851,Small (<500 m²)
1,1,85.40999044202799,0.020331694079986095,KED-ENCR-0144,97.99286761953228,170,31.142839185620698,30.127832746092924,0.01273535583017604,Small (<500 m²)
1,1,85.40979850648128,0.0203316483900756,KED-ENCR-0115,0.13641065440582195,171,31.14355783784799,30.12379032731439,1.7728171050810543e-05,Small (<500 m²)
